,Unnamed: 0,post_id,time,text,reaction_count,label
14,15,3060505910674979,2020-06-21 22:00:47,"I certainly hope #SWA takes swift action. These guys are true gentlemen and veterans! PLEASE SHARE! Madison Rising June 21, 2020 at 8:10 PM · VERY SAD to report that one of our team was subject to extreme harassment this afternoon by a member of a Southwest Airlines flight crew as we returned home after performing at the Trump rally in Tulsa, OK. An extremely angry disheveled flight attendant was triggered by the sight of memorabilia from the rally (which he only saw; glared at actually) for about 10 seconds as we boarded and put it away in the overhead bin. Upon takeoff, he singled out our group and targeted us multiple times for alleged mask violations (while ignoring the fact that several other passsagners in adjacent seats were doing the exact same thing, which we pointed out to him). He then continued to glare at us each…",361,0
15,17,3043842522341318,2020-06-15 11:50:30,"Here’s the criminal history for Rayshard Brooks. This is the man who tried to taser a cop in the head, and they fired the cop when he shot him! Seems legit.... ‍",108,0
16,19,3039931572732413,2020-06-13 22:15:23,"Another camera angle of the Rayshard Brooks incident. You can clearly see Brooks point a taser at the officers. Now they’re burning down the city of Atlanta over this. Unbelievable!!! Just ask yourselves one question — if the police officers were black, would this even be on the news? Asking for a friend....... YOUTUBE.COM Surveillance video shows Rayshard Brooks shooting at Atlanta Wendy's",124,0
17,20,3037702126288691,2020-06-13 00:34:27,I hear it’s nice there this time of year!!!,29,0
18,21,3035255183200052,2020-06-12 01:18:23,You think we’re not on the brink of Civil War? THINK AGAIN!!!! YOUTUBE.COM Armed Communists Have Seized Land In America!,83,0
19,22,3014540241938213,2020-06-03 21:22:10,“It’s also against the law to possess a firearm in a public place.” This allegedly applies to anybody who isn’t active law enforcement!!! CBS12.COM West Palm Beach declares State of Local Emergency,50,0
20,23,3014458665279704,2020-06-03 20:35:02,"So apparently West Palm Beach, FL thinks they can prohibit lawful carry of a firearm by law-abiding Americans!",119,0
21,24,3013517905373780,2020-06-03 12:08:00,"Only making local news. I guess these lives didn’t matter either? CHICAGO.SUNTIMES.COM 84 shot, 23 fatally, over Chicago’s most violent weekend of 2020",183,0
22,25,3010847682307469,2020-06-02 12:34:50,"6ABC.COM Man shot, killed during burglary attempt at South Philadelphia gun store, police say",470,0
23,26,3009635819095322,2020-06-02 00:18:14,"Hey #NYPost, if the two white guys on the left are the “ARMED REDNECKS,” who are their friends with them on the right that you cropped out of the photo? Asking for a friend. #FakeNews",471,0
24,27,3006281746097396,2020-05-31 14:32:49,Gov. Cuomo stands with violence. He stands with looting. He stands with burning down police stations. He stands with dragging innocent people into the streets and beating them to a near-dead bloody pulp. He stands with chaos. Perhaps Gov. Cuomo should be labeled as a domestic terrorist as well if this is what he stands with. NEWYORK.CBSLOCAL.COM Gov. Andrew Cuomo: 'I Stand With The Protesters',278,0
25,29,3005890579469846,2020-05-31 11:03:26,And this is how you deal with angry mobs threatening your life and safety! CONCEALEDNATION.ORG [VIDEO] Looters Shot In San Antonio During Riot – Concealed Nation,518,0
26,30,3004906749568229,2020-05-31 00:41:56,"And this is why you need an AR-15! Not to kill Bambi you dumbasses!!!! Michael D Cargill May 31, 2020 at 12:12 AM · Warning Graphic Video: Protesters/rioters in Dallas beat store owners to possible death after he tried to defend his business. This is why you need a AR 15 with a high capacity magazine, not a sword. Austin Mayor Steve Adler you are encouraging this.",139,0
27,32,3003880309670873,2020-05-30 14:05:58,"Why is social distancing and 25 or 50% capacity required for small business owners, but not required for the protestors looting and burning down their cities? Asking for a friend......",146,0
28,33,3003761603016077,2020-05-30 13:02:03,DEFENSEMAVEN.IO Pawn Shop Owner Fatally Shoots Alleged Looter During Riot,337,0
29,34,3002666146458956,2020-05-30 08:30:35,For those of you who live in Southwest Florida......,6,0
30,37,3001283969930507,2020-05-29 12:36:16,"What’s ironic here is that George Floyd’s GF said he was a “gentle giant,” and he’d be “devastated” by this rioting and looting! So is this really about Floyd, or just some thugs wanting to jack some free TV’s? NEWSWEEK.COM George Floyd's girlfriend says riots would ""devastate"" him, calls for peace",239,0
31,38,2997548606970710,2020-05-27 23:05:27,"So here’s my thoughts on the murder of George Floyd. Feel free to call me out if I’m missing something here. I’ve watched every video on this. I find it disgusting and what appears to be cold-blooded murder! That being said, it’s important to remember a few things. These cops involved with this are not cops — they’re monsters. There’s bad apples in every profession, and sadly law enforcement is no exception. That being said, it’d be easy for people to once again jump on the police hating bandwagon. I pray that doesn’t happen. 99.9% of police are good solid men and women who perform heroic tasks everyday, and they do so with the attitude that they’re “just doing their job.” In…",98,0
32,39,2990024011056503,2020-05-24 16:53:22,"DAMN RIGHT! Eric Reed May 23, 2020 at 10:46 PM · Why do people keep referring to this as the “new normal?” This is not normal! There’s nothing about life right now that could ever even be remotely construed as being in the realm of “normal!” I refuse to accept this as some version of a “new normal.” • I will offer you my hand to shake it. If you decline, that’s on you. • I will not avoid restaurants, bars or any other places where I could possibly have my “social distance” violated. If you choose not to go out for food or a drink, that’s on you. • I will not back away from you if you’re closer than six feet to me. If you choose to maintain your distance, that’s on you. • I will not wear a mask in places where I have a choice. And…",276,0
33,40,2980922238633347,2020-05-20 19:39:32,"We have a #HeroDown. Charlotte County Florida Sheriff’s Deputy (retired) Sean Franko had to euthanize his partner and best friend Azor this afternoon. Sean (and Azor) have been long time friends and supporters of not only this page, but gun rights and freedom for all Americans. Deputy Franco and Azor, we salute you! #EndOfWatch",56,0
34,41,2948283835230521,2020-05-08 00:08:08,"How many of you have a bug out bag? If so, besides guns and ammunition, what’s in it?",12,0
35,42,2943521362373435,2020-05-05 21:50:56,Oh my god! WTF!!!!,240,0
36,44,2923046397754265,2020-04-26 20:14:01,Best EDC? The Glock killer? Share your thoughts and experiences. YOUTUBE.COM CZ-P10C — Best EDC Ever?,13,0
37,45,2908372325888339,2020-04-20 11:38:57,"So while all of you are distracted with coronavirus crap, Canada had its biggest mass shooting in history yesterday! And they also have some of the strictest gun control, shocker! Even the little blurb on Fox News about it was only about three or four seconds long. POLITICO.COM Gunman kills at least 16, including officer, in Nova Scotia",63,0
38,46,2898512350207670,2020-04-16 10:30:27,Ignore the dumbass with his booger hook on the bang switch! ‍‍,227,0
39,47,2879820532076852,2020-04-07 14:14:42,Well well well...... Tell me again who’s responsible for you and your families safety??? YOU AND YOU ALONE! Not the police! And there’s a #SCOTUS decision affirming that police have no legal “duty to protect” you. Good thing I’m prepared. Best of luck to those of you who aren’t. ‍,339,0
40,48,2835158636543042,2020-03-18 08:45:54,"As you recall, #CheaperThanDirt has a history of #PriceGouging. They were asking $80 for a Pmag a few years ago. And now with the #CoronaVirus crisis, they’re once again trying to take advantage of us. #CoVid19",154,0
41,49,2811846548874251,2020-03-07 01:19:51,"EPIC!!!!! AMERICANMILITARYNEWS.COM Video: Congressman responds to Biden's gun control plans: 'If you want to take AR-15s, start with mine'",274,0
42,52,2778222672236639,2020-02-19 17:43:44,CONCEALEDNATION.ORG New Bill Would Allow Legally Armed Citizens To Sue Gun Free Zone Businesses If Injured While Disarmed – Concealed Nation,576,0
43,53,2742296202495953,2020-02-01 23:16:15,"Okay Lee County, Florida..... This is the man you need as your next sheriff!!!! LEAVENSFORLEE.COM Leavens for Lee – Lee County",9,0
44,54,2742113465847560,2020-02-01 21:03:55,So apparently Bloomberg is running a Super Bowl ad promoting gun control. ‍ YOUTUBE.COM George | Mike Bloomberg for President,73,0
45,55,2732587060133534,2020-01-27 23:26:35,WTF! CONCEALEDNATION.ORG [VIDEO] Vice Reporter Points Gun At Cameraman And Pulls Trigger During 'Smart Gun' Piece To Show How They Will Stop 'Accidental' Shootings – Concealed Nation,192,0
46,56,2732133573512216,2020-01-27 17:14:45,"Well, there you have it! This idiot has just leaped into first place in the anti-gun Hall of Fame.. TWITTER.COM NRA on Twitter",33,0
47,57,2730286590363581,2020-01-26 17:32:24,"Seriously, WTF!!! If Fox News did this the entire network would be crucified! #McDonaldsIsHiring YOUTUBE.COM MSNBC calls team “Los Angeles Niggers” during live broadcast about Kobe’s death ‍",447,0
48,59,2720627884662785,2020-01-21 17:45:23,"FACTS..... • 22,000 in attendance • No arrests made • The crowd cleaned up all their trash I’m sure glad Governor Ralph “Blackface” Northam declared that state of emergency! NBC12.COM A timeline of the 2020 gun-rights rally in Richmond",198,0
49,61,2720303448028562,2020-01-21 14:48:00,Here’s the white supremacists that #CNN told you about at yesterday’s #2A rally in Virginia.,1000,0
50,62,2717212488337658,2020-01-19 23:10:00,Well of course! We wouldn’t want to see more than a few hundred people on camera when there’s supposed to be thousands there. ‍ SECONDAMENDMENTDAILY.COM Northam Limits Size of Crowd Allowed at Lobby Day Tomorrow,125,0
51,63,2715278411864399,2020-01-18 23:16:00,"Less than 48 hours away!!! LAWENFORCEMENTTODAY.COM Civil War: VA politicians vow sweeping gun laws as police, veterans, residents join exploding militia",390,0
52,64,2707144179344489,2020-01-15 02:10:00,"JUST BREAKING “Can they really stop 50,000 people from exercising their Second Amendment rights?” Hmmmm...... YOUTUBE.COM BREAKING NEWS: Virginia Governor To Ban Guns On Capitol Grounds",108,0
53,67,2704837462908494,2020-01-14 00:10:00,WFAA.COM Man who ‘took out’ Texas church shooter receives Medal of Courage in Austin,706,0
54,68,2702625639796343,2020-01-13 00:00:00,MOST EXCELLENT!!! NBCDFW.COM ‘Good Guy With a Gun’ Who Took Out Church Gunman to Receive State’s Highest Honor,537,0
55,69,2701764733215767,2020-01-12 15:00:00,I’ll just leave this here..... ‍,559,0
56,70,2696215747103999,2020-01-10 01:36:32,"More lunacy from the great state of NY.... Now you can be arrested with good cause for criminal possession of a firearm on school grounds, and they have to let you go without posting any sort of cash bail! This of course coming from the state that continues to lobby for more gun control. How fuing stupid can you possibly be? ‍ YOUTUBE.COM New York Bail Reform (Utter Insanity)",24,0
57,71,2696026817122892,2020-01-10 00:15:44,"BEARINGARMS.COM Bloomberg Visits Virginia, Scolds Gun Owners",126,0
58,73,2691306150928292,2020-01-07 18:14:04,"I’m sure they’re all just buying stuff so they can turn it in just a few short months later after the laws pass. ‍ WASHINGTONEXAMINER.COM Virginia gun store says firearms, ammunition, and magazines flying off shelves with upswing in cash purchases",112,0
59,76,2680733051985602,2020-01-02 18:00:25,I didn’t realize that stupidity this big even existed!,385,0
60,77,2680596608665913,2020-01-02 16:21:42,Here we go...... WASHINGTONEXAMINER.COM Virginia governor’s call for 18-person gun ban force comes under fire,187,0
61,78,2679031975489043,2020-01-01 22:51:58,THETRUTHABOUTGUNS.COM Moms Demand Action Lobbied Against Law That Saved Lives in Texas Church Shooting - The Truth About Guns,165,0
62,80,2678879468837627,2020-01-01 21:00:28,YOUTUBE.COM Bloomberg on Texas Church Shooting: Only Cops should have guns and decide when to shoot,697,0
63,81,2678819115510329,2020-01-01 20:14:07,WASHINGTONTIMES.COM Trump lauds armed volunteers who stopped Texas church shooter: ‘A big THANK YOU to them!’,195,0
64,82,2678542218871352,2020-01-01 16:51:56,Here’s your dumbass of the day.,596,0
65,83,2673803066011934,2019-12-30 18:16:42,Nothing to see here.... Just more facts destroying the anti-gun narrative. Keep moving along.,147,0
66,86,2672952939430280,2019-12-30 08:57:38,"Today we learned that carrying a gun to church is a very good idea. Wayne Lapierre said “the only thing that can stop a bad guy with a gun, is a good guy with a gun.” This is now the second mass shooting in a church stopped by good guys with guns!",708,0
67,87,2672178512841056,2019-12-30 00:26:18,Seconds matter YOUTUBE.COM NO POLITICS Initial Analysis of Murders in White Settlement TX Church,41,0
68,88,2672005582858349,2019-12-29 22:15:10,Another mass church shooting thwarted by good guys with guns. OFFGRIDSURVIVAL.COM Church Mass Shooting in Texas Stopped by Good Guy with Gun,227,0
69,91,2668162719909302,2019-12-28 01:36:12,"Play stupid games, win stupid prizes......",195,0
70,92,2668095709916003,2019-12-28 00:40:38,The bullshit in Virginia continues..... YOUTUBE.COM Virginia increases corrections budget in anticipation of Jailing gun owners,197,0
71,93,2661118247280416,2019-12-24 19:15:00,Gov. Northam’s Christmas present to law-abiding gun owners. DAILYCALLER.COM Virginia Governor Northam Increases Corrections Budget In Anticipation Of Jailing Gun Owners,141,0
72,99,2648835758508665,2019-12-18 22:14:14,"Pay attention..... Eric Reed December 18, 2019 at 10:51 PM · This is a colossal waste of time and a gigantic distraction. PAY ATTENTION TO VIRGINIA!!!!!",25,0
73,100,2648505958541645,2019-12-18 18:03:55,But But But they said that most Americans want more gun control. ‍ BEARINGARMS.COM Second Amendment Sanctuary Movement Spreads To Kentucky,248,0
74,101,2648053505253557,2019-12-18 12:48:30,And now this driver will get fired! BREAKING911.COM Would-Be Robber Shot Dead By Armed FedEx Driver In Philadelphia - Breaking911,196,0
75,102,2647914218600819,2019-12-18 11:21:09,"Last night a FedEx driver was a victim of armed robbery. He fired his concealed carry handgun at his assailant, mortally wounding him, but now he faces termination because of FedEx’s no guns policy. CHANGE.ORG Sign the Petition",324,0
76,104,2643003339091907,2019-12-16 00:33:00,The link from his speech for those who aren’t sure if this is verified.,61,0
77,105,2638169076242000,2019-12-13 16:42:46,FOXNEWS.COM Nikki Goeser: My husband was shot dead in a gun-free zone – Now his imprisoned killer sends me love letters,49,0
78,106,2637571392968435,2019-12-13 10:25:28,DAILYMAIL.CO.UK School bus bullies pummel 14-year-old boy 'because he wore Trump hat',264,0
79,107,2634055793319995,2019-12-11 21:31:02,RARE.US Company Gives Employees Handguns As Christmas Present,526,0
80,108,2633166213408953,2019-12-11 11:53:42,WESTERNJOURNAL.COM Teacher Reported to Police as Student Says He Ripped Trump Pin Off Her Shirt,66,0
81,109,2632001513525423,2019-12-10 22:53:00,A letter from the Houston Police Officers Union blasting their anti-gun police chief after he chose to politicize one of his officers murder.,95,0
82,112,2628813740510867,2019-12-09 14:39:21,"Whose side am I on Chief? I’m on the Constitution’s side!!! YOUTUBE.COM Chief blasts the NRA, U.S. Senators after Houston officer’s murder",37,0
83,113,2624553640936877,2019-12-07 21:58:08,"8.1 BILLION ROUNDS OF AMMUNITION!!! AMERICANMILITARYNEWS.COM Americans own 423M guns & 8.1B rounds of ammunition, latest data shows",156,0
84,114,2622534547805453,2019-12-06 23:47:33,"More murders in Japan with fully automatic rifles, a country where all guns are virtually illegal. YOUTUBE.COM Shooting shocks Gun Controlled Japan with Automatic Rifle",34,0
85,115,2619457348113173,2019-12-05 14:48:23,Virginia sheriff promises to deputize THOUSANDS to protect the 2nd Amendment!,211,0
86,117,2617921038266804,2019-12-04 22:35:04,423 MILLION GUNS!!! THETRUTHABOUTGUNS.COM NSSF: Americans Own 423 Million Firearms...And Climbing - The Truth About Guns,64,0
87,118,2617476151644626,2019-12-04 17:32:05,Here you go..... Time to start patronizing these “F” graded businesses a lot more! BUSINESSMUSTACT.ORG Business Must Act | Gun Safety Scorecard,18,0
88,119,2616646221727619,2019-12-04 09:11:30,Trolling level - EXPERT!,556,0
89,121,2615273328531575,2019-12-03 17:06:22,"Although this Chief is a jackass, who wants to bet that this was a Serpa holster? KHOU.COM Chief Acevedo blames holster design for accidental shooting at police academy",10,0
90,122,2612952722096969,2019-12-02 16:30:39,Winning! TRIBUNIST.COM Americans Bought Enough Guns on Black Friday to Arm the Marine Corps - Yet Again!,468,0
91,125,2597692663622975,2019-11-25 18:40:58,THETRUTHABOUTGUNS.COM The Aftermath of the wiskey_warrior_556 Standoff - The Truth About Guns,5,0
92,126,2595466930512215,2019-11-24 20:04:43,2ACOPS.COM Whiskey_Warrior_556 is the Mike Brown of the 2A Community - 2A Cops,48,0
93,127,2593455124046729,2019-11-23 23:11:47,BREAKING POLICE HAVE RED-FLAGGED A MAN FOR POSSESSION OF 30 round magazines in NY. Many supporters rushing to his aid. Arrests made in a cemetery of those gathering to support Whiskey Warrior. The stand-off continues......,83,0
94,129,2588299227895652,2019-11-21 17:07:18,And the blowback will get worse!!! CNBC.COM Walmart CEO: We've seen 'a little' customer blow-back over our stricter gun and ammo policies,41,0
95,130,2584142474977994,2019-11-19 20:35:15,Who is your favorite “GO-TO” handgun manufacturer? A. Glock (because that Glock “perfection” will only run you an extra $2000)! B. Smith & Wesson (because old farts can still build reliable shit). C. Sig Sauer(because quality control is more of a guideline than a requirement). D. Ruger (Holy shit - they’re not bankrupt yet ‍)! E. Springfield (Because it’s cool to support a gun manufacturer who doesn’t support the 2nd Amendment). F. H&K (Because those American made push-button magazine releases can sure be confusing).,31,0
96,131,2583981704994071,2019-11-19 18:42:17,"Ladies, always remain vigilant.",224,0
97,133,2583152055077036,2019-11-19 10:00:24,"No, the 3 words to remember for an active shooter situation are NOT “run, hide, fight.” They are.... “SHOOT FU*NG BACK!”",94,0
98,134,2582073718518203,2019-11-18 21:22:41,So crazy-ass Joe wants to ban 9mm pistols now? THETRUTHABOUTGUNS.COM Biden: Ban 9mm Pistols Just Like We Ban Bazookas and Machine Guns - The Truth About Guns,68,0
99,135,2382675691791341,2019-08-08 15:02:04,Looks like we might have to fight both Republicans and Democrats this time around. Don't give an inch!,391,0
100,136,2280178415374403,2019-06-09 10:39:29,Many of you aren't going to like this but...Unfortunately.. #guncontrolpresident YOUTUBE.COM Donald Trump Is The Most Anti Gun President In History,53,0
101,138,2241513335907578,2019-05-17 16:06:28,GUNOWNERS.ORG Red Flag Bill Raised from the Dead in Baton Rouge! | Gun Owners of America,19,0
102,139,2235123406546571,2019-05-13 22:25:57,"4 armed violent felons kick the door in, home owner greets them with a heaping serving of lead. Felons flee as they prefer unarmed victims. #Bravo #GoodGuyWithAGun",139,0
103,140,2177572638968315,2019-04-06 10:26:00,USATODAY.COM A Wisconsin cruise ship passenger faces years in Cayman Islands prison after a gun was found in her luggage,32,0
104,141,2139718829420363,2019-03-10 11:54:00,"GUNSAMERICA.COM Levi Strauss CEO Goes Full Anti-Gun, Paying Employees to 'Volunteer' for Gun-Control Organizations - GunsAmerica Digest",341,0
105,142,2114155398643373,2019-02-20 12:39:00,"11ALIVE.COM With 2 shots from her pistol, and prayer, 79-year-old woman holds off burglar",109,0
106,143,2113872995338280,2019-02-20 08:18:00,Action alert! ACT.NRAILA.ORG Please Contact Your U.S. Representative and Ask Them to Vote Against H.R. 8 and H.R. 1112!,32,0
107,144,2099960030062910,2019-02-11 11:00:00,Want to sell a gun to your lifelong hunting buddy? That’s a criminal act without a federal background registration check under HR 8. AMMOLAND.COM Pelosi Wants Send You to Prison for Showing Off Your Gun to a Neighbor,82,0
108,146,2083728345019412,2019-01-30 22:28:00,Kamala Harris Does NOT Care about the Second Amendment,113,0
109,147,2082997148425865,2019-01-30 10:11:00,"Communist Houston police chief, Art Acevedo, dances on his injured officers to again push gun control (about the 29 minute mark) in English and Spanish. News 4 San Antonio was live. January 29, 2019 at 12:12 PM · LIVE: Officials give an update on the five Houston police officers who were injured Monday serving a search warrant, including the four who were shot.",21,0
110,148,2061893227202924,2019-01-15 21:53:00,"AMMOLAND.COM Terry Holcomb, Second Amendment Activist, Prevails against Waller County Tyranny",197,0
111,149,2009499342442313,2018-12-09 20:24:00,THEFEDERALIST.COM President Trump’s Stealth Bump Stock Ban Is Illegal And Ignorant,71,0
112,151,1967729806619267,2018-11-08 08:11:44,"OMG how is this possible in a place like California!?!?!?!? Also, how did he kill so many people with a handgun???? The news and Democrats have been telling me that this can only happen with an evil Assualt Rifle. Lastly, This is a gun free zone so how was it even possible for him to even get a gun in there? In all seriousness, I pray for the victims and the families of the victims of this tragic event but we need to have a serious conversation about gun law reform. This is a place where guns are not allowed in a state that has some of the strictest gun laws. This shows that gun laws don't work. We need to allow law-abiding citizens to protect themselves. When seconds matter police are minutes away. #EndGunFreeZones #Commiefornia #NoRifleNeeded #SoftTargets FOXNEWS.COM At least 12 dead in shooting at Thousand Oaks nightclub, police say",124,0
113,152,1959102484148666,2018-11-01 23:03:47,THETRUTHABOUTGUNS.COM ATF Suffers Rare Court Loss in Ohio Unregistered 'Short Barrel Rifle' Prosecution - The Truth About Guns,202,0
114,153,1949923578399890,2018-10-28 19:15:19,"Good guy (father) with a gun. WBRC.COM Man with kids shoots, kills masked man who opened fire at Birmingham McDonald’s",396,0
115,155,1890800204312228,2018-09-09 14:28:35,WTF did I just read?,48,0
116,156,1885961131462802,2018-09-05 09:58:58,"Sad Situation but he should have kept firing until the threat was stopped, one bullet rarely stops someone. THETRUTHABOUTGUNS.COM Concealed Carrier Slain While Defending His Wife and Son at Gas Station - The Truth About Guns",80,0
117,157,1885874011471514,2018-09-05 08:28:03,Levi Strauss is teaming up with Bloomberg and Moms Demand Action THEHILL.COM Levi Strauss teams up with gun control group: ‘We simply cannot stand by silently’,103,0
118,158,698563673834719,2018-09-04 20:28:54,WARNING - VERY GRAPHIC Unedited video.... what’s your thoughts?,5,0
119,159,1883209038404678,2018-09-03 00:00:11,"Okay everyone, you better start working on that bucket list. America will be extinct in less than 4 days!!! Damn those guns.....",236,0
120,160,1882643128461269,2018-09-02 13:09:25,Is this really Justice? Why should non violent felons have their right to self defense ripped away? It doesn't even sound like she was guilty of the drug charge but was forced into a plea to avoid jail time. ABCNEWS.GO.COM Pregnant woman who killed intruder in justified shooting now faces felony gun charge,116,0
121,161,1880589171999998,2018-08-31 21:07:23,"Police officer placed on leave for a III% tattoo stating, “We The People!”",60,0
122,162,1875758162483099,2018-08-27 14:31:56,Am I the only one who’s noticing an uncanny resemblance of David Katz to Adam Lanza? We don’t have a gun problem in this country - we have a mental health problem!!!,140,0
123,163,1874931759232406,2018-08-26 21:07:20,Hey Jacksonville Landing..... How’d that gun-free zone work out for you? #GunFreeZonesAreKillingZones,47,0
124,164,1864733886918860,2018-08-20 08:44:45,"Baton Rouge, Louisiana... From a liability standpoint warning shots are usually not a good idea but kudos to this woman for not becoming a helpless victim.#2A AMMOLAND.COM Woman, Armed with Marlin .22 rifle, Drives off Unwanted Visitor",46,0
125,165,1861223853936530,2018-08-18 08:04:08,"WDSU.COM Sheriff: 15-year-old daughter shoots, kills her mother’s abusive boyfriend",138,0
126,166,1849655331760049,2018-08-11 14:56:25,"If I’ve said it once, I’ve said it a million times. When someone wants to cause chaos stemming from mental illness, they’ll always find a way. When somebody’s heart is set on doing bad, no amount of laws or regulations will ever stop them. It doesn’t matter if it’s that so-called evil assault rifle, or a 100,000 pound airliner!!! Thankfully this individual was brought down, or crashed on his own terms, in a rural area killing nobody except himself. CNN.COM The man who stole a plane said he didn't need much help: 'I've played some video games'",52,0
127,167,1843446522380930,2018-08-07 22:20:09,"Do not watch if you can't handle violence, but this is why more people should carry. The cops are minutes away when seconds count. I hope this woman survived, but I seriously doubt it. Shawn Pound July 30, 2018 at 9:49 AM · A man stabbing another man up in broad daylight,while people standing around and do nothing about it",144,0
128,168,1842961602429422,2018-08-07 15:16:05,"IJR.COM Two Years Since Campus Carry Law Enacted, College Says Carrying Guns Makes Campus a 'Safer Place'",97,0
129,169,1838660889526160,2018-08-04 23:21:38,"I'm sure some of my fellow officers will disagree with me, but unless there is a particular extenuating circumtances, this is just nonesensical to me.",69,0
130,170,1835601109832138,2018-08-03 01:22:33,"Beware!!!!! Ghost guns coming soon to a theater near you; so says Richard Blumenthal. ABC News is at U.S. Capitol Visitor Center. July 31, 2018 at 11:35 AM · Washington D.C. · Sen. Richard Blumenthal on 3-D printed ""ghost guns"": ""Coming to a theater near you. Coming to a school near you. Coming to a sports stadium, to any public place. These ghost guns are the new wave of American gun violence."" abcn.ws/2LOZxRo",199,0
131,171,1807232259335690,2018-07-16 08:18:02,How did gun silencers become a health issue?,257,0
132,172,1801315253260724,2018-07-12 11:09:54,"So Academy Sporting Goods has fired a hero manager who who stopped a criminal stealing a firearm from their store. FOXNEWS.COM Academy Sports manager fired weeks after intercepting gun thief suspect in Florida store, lawyer says",87,0
133,173,1791192904272959,2018-07-05 13:23:54,"I respect a woman’s right to choose - Glock, Colt, Smith & Wesson, etc. This mother saved her children’s lives!!! #GunsSaveLives FOX4NEWS.COM Mom shoots man who took her car with kids inside",483,0
134,174,1758693430856240,2018-06-13 14:39:12,WGNTV.COM Judge blocks Deerfield assault weapons ban before it takes effect,396,0
135,177,1745863002139283,2018-06-01 09:39:00,#VenisonRecipes from our democratic friends in New York.,240,0
136,178,1745862232139360,2018-06-01 09:38:08,This is one of the most awesome things I have seen in a very long time! Way to go little lady!!!! All credit goes to Jeff Lacroix for this video.,390,0
137,179,1744185315640385,2018-05-30 16:16:59,Lawmakers have said some pretty dumb things about guns. Somehow we whittled it down to the five dumbest statements. Watch to see the winners!,166,0
138,180,1742995939092656,2018-05-29 09:39:50,"TODAY I BOUGHT MY UNBORN CHILD HIS FIRST GUN, BUT HE’LL NEVER BE A SCHOOL SHOOTER!!! I’m currently 43 years-old. Not ancient, but I’ve been around the block a time or two. I’ve recently remarried to a beautiful 31 year-old woman and were expecting a baby boy on October 22nd - her first child and my third. And many would call me crazy, because today I just bought my unborn son his first gun. Many of you are probably wondering why I would buy a baby a gun. You’re probably wondering why anyone would expose such a young and impressionable child to a firearm. I mean what if he snaps and shoots up a school, right? And what am I going to do - put his bottle in one hand and a gun in the…",67,0
139,181,1741755642550019,2018-05-28 01:20:37,The left vs the right in one picture,263,0
140,182,1740685662657017,2018-05-26 22:28:06,"IL house Rep Fred Crespo believes that "" high capacity magazines turn regular firearms into automatic weapons""... an absolutely moronic statement by an elected official. He does not understand how guns work....",194,0
